client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024742.mp3	However, the basic Mini-T uses friction dampers in lieu of oil-filled shock absorbers.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024747.mp3	The festival also features tributes and spotlights to acclaimed filmmakers, screenwriters and actors.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024749.mp3	Opposite the platform is a crossing loop.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024750.mp3	The World Rugby Museum's education facilities predominantly comprise its 'Workshops and Seminars' programme.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024752.mp3	She once saved Cindy from drowning, or something of the sort.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024754.mp3	A cornice decorated with spiral bosses supports the roof.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024757.mp3	However, five months later, the publisher went bankrupt and entered receivership.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024762.mp3	This requirement has become known as the earning or learning policy.	0	0	twenties	male	United States English		en	
f0d246b76f2cbae374f47162702f20390f0c84b8357926b17092e0ad9bc42119a3f11715a48d97d4d52799cfcb4f9d5af5255c255e9c34b2d5d9a1634843d91a	common_voice_en_38024764.mp3	Music is an essential element of the cultural tradition of the Yarsan religious community.	0	0	twenties	male	United States English		en	
848f0ccc4922fa38cf14fa4567015e2a2a14d3c763da8a3128c5cc6cb36ff3cbcbda6820345c3128d790a792be079d0d249797fdbe49dfbc93b701ab8c28b147	common_voice_en_38025394.mp3	Atherton is credited with building up their seed business.	0	0	twenties	male	My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)		en	
